rank,page_id,content_type,predicted_status,confidence,recommended_action,reason_codes,recent_avg_clicks,recent_avg_position,momentum_clicks_4v8,days_since_update
166,page_0270,guide,growing,0.4188185708577828,Expand — add internal links / related content,click momentum +19% vs prior 4wk; CTR trails position-expected by 1.6pp — metadata review candidate; not updated in 944d,28.5,1.9675,0.1875,944
167,page_0406,product,growing,0.4184500756658675,Expand — add internal links / related content,not updated in 891d,4.25,14.104999999999999,0.0625,891
168,page_0414,blog,growing,0.4178064103231201,Expand — add internal links / related content,click momentum +23% vs prior 4wk; not updated in 731d; high week-to-week volatility,4.0,26.63,0.23076923076923078,731
169,page_0352,blog,growing,0.4150153020735925,Expand — add internal links / related content,CTR trails position-expected by 0.5pp — metadata review candidate,53.5,14.095,0.07537688442211055,343
170,page_0043,blog,growing,0.4147522135016839,Expand — add internal links / related content,not updated in 676d; high week-to-week volatility,2.25,12.34,0.125,676
171,page_0266,product,growing,0.41390017729214734,Expand — add internal links / related content,click momentum +21% vs prior 4wk; high week-to-week volatility,37.0,4.5925,0.21311475409836064,343
172,page_0231,guide,growing,0.4134085946224975,Expand — add internal links / related content,CTR beats position-expected by 3.9pp; not updated in 632d; high week-to-week volatility,211.75,1.4325,0.07215189873417721,632
173,page_0076,blog,growing,0.41022520687611225,Expand — add internal links / related content,not updated in 944d,10.5,11.5375,0.10526315789473684,944
174,page_0053,blog,growing,0.4100679316797736,Expand — add internal links / related content,not updated in 748d,23.5,23.83,0.056179775280898875,748
175,page_0319,blog,growing,0.40985721446704326,Expand — add internal links / related content,CTR beats position-expected by 0.4pp; not updated in 886d,29.75,4.409999999999999,0.11214953271028037,886
176,page_0184,blog,growing,0.40880348400723593,Expand — add internal links / related content,CTR beats position-expected by 0.7pp,26.5,9.63,0.0392156862745098,343
177,page_0465,guide,growing,0.4048667682033818,Expand — add internal links / related content,not updated in 814d,15.25,21.722500000000004,0.05172413793103448,814
178,page_0533,guide,growing,0.4034143074509441,Expand — add internal links / related content,not updated in 1045d; high week-to-week volatility,65.25,8.7375,0.0398406374501992,1045
179,page_0519,blog,growing,0.395496974223325,Expand — add internal links / related content,CTR trails position-expected by 0.9pp — metadata review candidate; not updated in 651d,3.0,12.2625,0.09090909090909091,651
180,page_0341,blog,growing,0.3938794348961771,Expand — add internal links / related content,click momentum +16% vs prior 4wk; not updated in 1030d,5.5,22.3525,0.15789473684210525,1030
181,page_0310,blog,growing,0.39266809180150225,Expand — add internal links / related content,not updated in 1033d,77.25,15.5025,0.10357142857142858,1033
182,page_0100,product,growing,0.3901572070948657,Expand — add internal links / related content,click momentum +31% vs prior 4wk; not updated in 1012d; high week-to-week volatility,143.25,4.8025,0.3082191780821918,1012
183,page_0038,landing,growing,0.3901117625480315,Expand — add internal links / related content,CTR trails position-expected by 2.0pp — metadata review candidate; not updated in 1021d; high week-to-week volatility,408.25,1.4525000000000001,0.06523157208088715,1021
184,page_0084,guide,growing,0.38856825231610054,Expand — add internal links / related content,CTR beats position-expected by 1.2pp; not updated in 1001d,10.0,3.5900000000000003,-0.024390243902439025,1001
185,page_0017,blog,growing,0.3849880254572541,Expand — add internal links / related content,not updated in 723d,10.75,31.5775,0.04878048780487805,723
186,page_0583,blog,growing,0.3844621625049344,Expand — add internal links / related content,CTR beats position-expected by 0.7pp; not updated in 705d,4.5,5.425,0.0,705
187,page_0020,blog,growing,0.38183152631956035,Expand — add internal links / related content,click momentum +21% vs prior 4wk; CTR trails position-expected by 1.4pp — metadata review candidate; not updated in 653d,37.0,1.1975,0.21311475409836064,653
188,page_0118,product,growing,0.38063875775561995,Expand — add internal links / related content,CTR trails position-expected by 4.3pp — metadata review candidate; high week-to-week volatility,156.0,3.2225,0.10638297872340426,343
189,page_0318,product,growing,0.37821552425999433,Expand — add internal links / related content,click momentum +15% vs prior 4wk; not updated in 849d,3.75,17.099999999999998,0.15384615384615385,849
190,page_0527,blog,growing,0.3773018522776723,Expand — add internal links / related content,click momentum +22% vs prior 4wk; high week-to-week volatility,134.75,1.5474999999999999,0.21945701357466063,343
191,page_0580,blog,growing,0.37654586906602233,Expand — add internal links / related content,not updated in 1028d; high week-to-week volatility,3.0,18.2275,0.09090909090909091,1028
192,page_0473,product,growing,0.3728615707394295,Expand — add internal links / related content,click momentum +21% vs prior 4wk; CTR trails position-expected by 1.1pp — metadata review candidate; not updated in 828d,10.0,7.067499999999999,0.21212121212121213,828
193,page_0277,landing,growing,0.3699871199959391,Expand — add internal links / related content,CTR trails position-expected by 0.9pp — metadata review candidate,233.75,2.3425,0.13470873786407767,343
194,page_0584,blog,growing,0.36694410979170994,Expand — add internal links / related content,click momentum +31% vs prior 4wk; CTR trails position-expected by 1.3pp — metadata review candidate; high week-to-week volatility,51.75,1.9949999999999999,0.310126582278481,343
195,page_0514,guide,stable,0.6607699602296382,Protect,avg position improved 1.8 spots; CTR beats position-expected by 0.5pp; not updated in 1011d,77.5,20.19,-0.05198776758409786,1011
196,page_0273,product,stable,0.6294292444521653,Protect,not updated in 976d; high week-to-week volatility,95.75,29.255,-0.030379746835443037,976
197,page_0412,blog,stable,0.627805790513296,Protect,avg position slipped 1.7 spots; not updated in 1045d,29.25,32.025,-0.07874015748031496,1045
198,page_0431,landing,stable,0.6100585665868455,Protect,CTR beats position-expected by 0.7pp; not updated in 821d,9.0,16.405,-0.14285714285714285,821
199,page_0046,blog,stable,0.5992065234008707,Protect,not updated in 653d,15.5,11.6475,-0.03125,653
200,page_0155,guide,stable,0.5868075570718303,Protect,not updated in 617d,86.5,30.7325,-0.03888888888888889,617
201,page_0050,blog,stable,0.5851247127994919,Protect,not updated in 586d,1.0,22.759999999999998,0.0,586
202,page_0558,blog,stable,0.5795336847448762,Protect,avg position slipped 2.2 spots; CTR beats position-expected by 0.5pp; not updated in 845d,3.0,23.7125,-0.14285714285714285,845
203,page_0256,blog,stable,0.5761203945943986,Protect,CTR beats position-expected by 0.5pp; not updated in 640d,165.0,14.817499999999999,0.009174311926605505,640
204,page_0435,blog,stable,0.5758469419443014,Protect,avg position slipped 1.9 spots; not updated in 624d,2.75,29.39,-0.08333333333333333,624
205,page_0500,product,stable,0.5750642723609014,Protect,click momentum +26% vs prior 4wk; CTR beats position-expected by 0.7pp; not updated in 1027d,72.5,16.735,0.2608695652173913,1027
206,page_0110,product,stable,0.5746320510510119,Protect,CTR beats position-expected by 0.7pp; not updated in 781d,17.75,14.9725,-0.08974358974358974,781
207,page_0469,guide,stable,0.5715336348317693,Protect,avg position slipped 1.6 spots; not updated in 736d,5.5,25.687500000000004,-0.08333333333333333,736
208,page_0421,guide,stable,0.5708679369236512,Protect,avg position improved 1.7 spots; not updated in 962d,307.0,9.754999999999999,0.06968641114982578,962
209,page_0585,blog,stable,0.5699625633180331,Protect,not updated in 1006d,20.5,27.92,-0.1368421052631579,1006
210,page_0206,landing,stable,0.5656556429001681,Protect,not updated in 823d,20.75,14.4575,-0.07777777777777778,823
211,page_0171,blog,stable,0.5648407614882123,Protect,CTR beats position-expected by 0.3pp; not updated in 953d,15.5,23.29,-0.03125,953
212,page_0238,product,stable,0.5612220562387773,Protect,not updated in 642d,37.75,23.5425,0.07857142857142857,642
213,page_0051,guide,stable,0.5611377740132542,Protect,avg position slipped 1.6 spots; not updated in 785d,16.0,25.435,-0.058823529411764705,785
214,page_0194,product,stable,0.5583646412297032,Protect,avg position improved 3.2 spots; not updated in 716d,18.0,13.2675,0.02857142857142857,716
215,page_0433,blog,stable,0.5580841559768683,Protect,CTR beats position-expected by 0.4pp; not updated in 645d,14.25,21.2225,-0.017241379310344827,645
216,page_0330,blog,stable,0.5519949653304711,Protect,avg position slipped 1.6 spots; not updated in 946d,14.0,21.0425,-0.06666666666666667,946
217,page_0248,product,stable,0.5512221400980025,Protect,click momentum +16% vs prior 4wk; avg position slipped 2.3 spots; CTR beats position-expected by 0.6pp,29.75,31.1725,0.1553398058252427,938
218,page_0306,landing,stable,0.5497334961205385,Protect,not updated in 759d,125.75,9.805,-0.10815602836879433,759
219,page_0393,guide,stable,0.5494168963333911,Protect,within normal range on tracked signals,139.75,14.47,0.027573529411764705,343
220,page_0089,product,stable,0.5491901434906674,Protect,avg position slipped 1.9 spots; CTR trails position-expected by 0.4pp — metadata review candidate; not updated in 1042d,4.0,15.615000000000002,-0.1111111111111111,1042
221,page_0498,blog,stable,0.5477696387720207,Protect,avg position improved 1.8 spots; not updated in 847d,2.0,25.294999999999998,0.0,847
222,page_0351,blog,stable,0.5458646583052645,Protect,avg position slipped 2.0 spots; CTR beats position-expected by 0.6pp; not updated in 962d,17.75,22.44,-0.08974358974358974,962
223,page_0349,product,stable,0.5453556095528547,Protect,CTR trails position-expected by 0.4pp — metadata review candidate; not updated in 661d,26.75,21.815,0.07,661
224,page_0313,blog,stable,0.544633319086123,Protect,CTR beats position-expected by 0.5pp; not updated in 718d,292.0,14.855,0.040998217468805706,718
225,page_0535,guide,stable,0.5439525399020053,Protect,click momentum +17% vs prior 4wk; not updated in 878d; high week-to-week volatility,43.75,22.94,0.16666666666666666,878
226,page_0556,product,stable,0.543470166661028,Protect,not updated in 754d,40.75,30.9225,0.006172839506172839,754
227,page_0063,guide,stable,0.5410445493674624,Protect,avg position slipped 1.9 spots; not updated in 619d,5.25,28.0975,0.05,619
228,page_0515,blog,stable,0.5405850254427053,Protect,avg position improved 1.7 spots; not updated in 838d,27.25,18.0,0.04807692307692308,838
229,page_0127,blog,stable,0.5398753230283535,Protect,CTR beats position-expected by 1.1pp; not updated in 754d,1.0,25.292499999999997,0.0,754
230,page_0069,guide,stable,0.538622106331987,Protect,within normal range on tracked signals,9.25,23.345,0.05714285714285714,343
231,page_0240,blog,stable,0.5382918974937853,Protect,not updated in 699d,61.75,23.6325,-0.060836501901140684,699
232,page_0419,guide,stable,0.5327945337473878,Protect,click momentum +15% vs prior 4wk; not updated in 910d,160.75,15.3175,0.15026833631484796,910
233,page_0428,blog,stable,0.5318417550574424,Protect,not updated in 975d,11.0,32.79,0.047619047619047616,975
234,page_0106,blog,stable,0.5314926669360963,Protect,CTR beats position-expected by 0.8pp; not updated in 677d,1.0,22.7775,0.0,677
235,page_0145,product,stable,0.531079143508441,Protect,not updated in 807d,28.75,26.115000000000002,-0.05737704918032787,807
236,page_0443,guide,stable,0.5308199285878343,Protect,not updated in 774d,21.0,19.77,0.024390243902439025,774
237,page_0444,blog,stable,0.530716238891046,Protect,"not updated in 796d; was declining, now turning up",83.75,20.785,0.0029940119760479044,796
238,page_0357,guide,stable,0.5307036971460254,Protect,avg position improved 1.7 spots; not updated in 944d,3.0,31.105,0.0,944
239,page_0015,product,stable,0.5289263482639349,Protect,CTR trails position-expected by 0.5pp — metadata review candidate; not updated in 791d,13.0,22.665000000000003,0.13043478260869565,791
240,page_0012,blog,stable,0.5286819461197636,Protect,not updated in 1071d,93.75,25.6575,-0.11971830985915492,1071
241,page_0445,blog,stable,0.5271987597501298,Protect,CTR beats position-expected by 0.7pp; not updated in 1044d,164.25,5.789999999999999,0.04285714285714286,1044
242,page_0590,product,stable,0.5270999553029618,Protect,CTR trails position-expected by 0.5pp — metadata review candidate; not updated in 939d,25.25,23.3975,-0.056074766355140186,939
243,page_0047,blog,stable,0.526508824435435,Protect,not updated in 800d,27.25,21.564999999999998,0.09,800
244,page_0154,product,stable,0.5261193453641047,Protect,avg position slipped 2.4 spots; not updated in 1054d,9.25,22.055,-0.05128205128205128,1054
245,page_0302,product,stable,0.5221672606465233,Protect,not updated in 983d,10.0,19.155,0.1111111111111111,983
246,page_0488,blog,stable,0.521914218599724,Protect,not updated in 1061d,21.0,32.5675,0.07692307692307693,1061
247,page_0169,blog,stable,0.521532002080055,Protect,not updated in 1028d,1.0,18.6975,0.0,1028
248,page_0303,blog,stable,0.5211362228779642,Protect,avg position improved 2.4 spots; CTR trails position-expected by 0.3pp — metadata review candidate; not updated in 643d,8.75,21.345000000000002,-0.10256410256410256,643
249,page_0376,landing,stable,0.5200046652686272,Protect,not updated in 762d; high week-to-week volatility,2.0,30.34,0.0,762
250,page_0304,blog,stable,0.5187728241668744,Protect,CTR trails position-expected by 0.3pp — metadata review candidate; not updated in 892d,3.0,20.465,0.0,892
251,page_0286,blog,stable,0.518690896230605,Protect,not updated in 699d,31.75,18.315,-0.11805555555555555,699
252,page_0456,blog,stable,0.5183371003943311,Protect,CTR beats position-expected by 0.7pp; not updated in 895d,1.0,18.5325,0.0,895
253,page_0062,blog,stable,0.5182899611422997,Protect,avg position slipped 1.5 spots; not updated in 1028d; high week-to-week volatility,2.25,37.3925,-0.1,1028
254,page_0183,guide,stable,0.5180941801101283,Protect,not updated in 746d,19.75,35.7475,-0.04819277108433735,746
255,page_0447,blog,stable,0.515091385061733,Protect,not updated in 689d,139.25,22.7825,-0.037996545768566495,689
256,page_0354,landing,stable,0.5147823555922224,Protect,avg position improved 1.7 spots; CTR beats position-expected by 0.7pp; not updated in 684d,67.0,15.854999999999999,0.14042553191489363,684
257,page_0220,product,stable,0.5139649954655181,Protect,avg position improved 1.8 spots; CTR beats position-expected by 1.3pp; not updated in 889d,263.25,7.7675,-0.025901942645698426,889
258,page_0301,guide,stable,0.5139433351916093,Protect,CTR trails position-expected by 0.6pp — metadata review candidate,24.75,19.9125,0.042105263157894736,343
259,page_0478,guide,stable,0.5136666086301567,Protect,CTR beats position-expected by 0.4pp,195.0,17.4625,0.06557377049180328,343
260,page_0261,blog,stable,0.512753126895281,Protect,not updated in 779d,1.0,24.092499999999998,0.0,779
261,page_0236,landing,stable,0.511349083039237,Protect,not updated in 670d,154.75,18.705,-0.04327666151468315,670
262,page_0196,landing,stable,0.5112032761395798,Protect,avg position improved 2.0 spots; not updated in 819d; high week-to-week volatility,2.5,23.8675,-0.09090909090909091,819
263,page_0476,blog,stable,0.5107164786186843,Protect,not updated in 802d,124.5,16.4925,-0.013861386138613862,802
264,page_0356,product,stable,0.5102254174764791,Protect,not updated in 611d; high week-to-week volatility,2.5,23.455,-0.09090909090909091,611
265,page_0564,blog,stable,0.5100262212002836,Protect,not updated in 666d,12.5,27.869999999999997,-0.05660377358490566,666
266,page_0416,blog,stable,0.5093337810180042,Protect,not updated in 1052d,104.75,13.045,-0.06263982102908278,1052
267,page_0411,product,stable,0.5089924714087073,Protect,within normal range on tracked signals,84.0,23.05,0.01818181818181818,343
268,page_0130,guide,stable,0.507926752003417,Protect,CTR trails position-expected by 0.5pp — metadata review candidate; not updated in 781d; high week-to-week volatility,2.0,17.247500000000002,0.0,781
269,page_0471,blog,stable,0.5078303038826709,Protect,not updated in 833d,135.5,11.5,-0.04409171075837742,833
270,page_0509,blog,stable,0.5053062017475826,Protect,not updated in 819d,22.0,26.447499999999998,-0.043478260869565216,819
271,page_0215,product,stable,0.5042664329326235,Protect,not updated in 806d,14.0,23.8575,-0.034482758620689655,806
272,page_0467,landing,stable,0.5041103071055486,Protect,not updated in 688d; high week-to-week volatility,15.5,25.775,-0.046153846153846156,688
273,page_0586,guide,stable,0.503639750788682,Protect,click momentum +18% vs prior 4wk,1242.5,13.552500000000002,0.17660984848484848,343
274,page_0237,blog,stable,0.5027933569426605,Protect,not updated in 851d,59.75,13.19,0.004201680672268907,851
275,page_0336,guide,stable,0.5024721922104203,Protect,CTR trails position-expected by 0.4pp — metadata review candidate; not updated in 892d,62.25,25.794999999999998,0.10176991150442478,892
276,page_0115,blog,stable,0.5023645454989032,Protect,CTR beats position-expected by 0.4pp; not updated in 936d,11.75,17.8075,-0.04081632653061224,936
277,page_0104,blog,stable,0.5021973097530603,Protect,avg position improved 2.0 spots; not updated in 901d,8.25,25.520000000000003,0.06451612903225806,901
278,page_0000,guide,stable,0.5017728369973404,Protect,CTR beats position-expected by 0.6pp; not updated in 800d,14.75,19.865000000000002,0.03508771929824561,800
279,page_0186,landing,stable,0.5004654188714971,Protect,click momentum +22% vs prior 4wk; high week-to-week volatility,230.5,13.1975,0.21635883905013192,343
280,page_0442,blog,stable,0.5001504973526095,Protect,avg position slipped 2.0 spots; not updated in 949d,2.0,28.28,0.0,949
281,page_0107,product,stable,0.49916423508906066,Protect,not updated in 764d,8.0,19.3425,-0.1111111111111111,764
282,page_0491,landing,stable,0.4987610776700857,Protect,click momentum +20% vs prior 4wk; avg position improved 1.5 spots; not updated in 670d,4.5,21.1775,0.2,670
283,page_0325,blog,stable,0.49834075804247974,Protect,click momentum +18% vs prior 4wk; not updated in 1014d,37.75,34.00749999999999,0.1796875,1014
284,page_0085,blog,stable,0.4962748671641774,Protect,not updated in 1066d,12.5,24.3625,0.0,1066
285,page_0289,guide,stable,0.49621157908353086,Protect,click momentum +23% vs prior 4wk; CTR trails position-expected by 0.4pp — metadata review candidate; not updated in 906d,4.0,21.925,0.23076923076923078,906
286,page_0413,blog,stable,0.4960701128970717,Protect,avg position improved 2.1 spots; CTR trails position-expected by 0.4pp — metadata review candidate; not updated in 767d,12.25,23.342499999999998,-0.057692307692307696,767
287,page_0224,guide,stable,0.49596523709519197,Protect,CTR trails position-expected by 0.5pp — metadata review candidate; not updated in 985d,12.5,17.357499999999998,-0.038461538461538464,985
288,page_0233,blog,stable,0.49554244063128355,Protect,CTR beats position-expected by 0.4pp; not updated in 781d,109.5,16.6875,0.006896551724137931,781
289,page_0305,blog,stable,0.4951826898226932,Protect,avg position slipped 1.6 spots; not updated in 857d,153.25,10.665000000000001,-0.0016286644951140066,857
290,page_0087,guide,stable,0.4948799397424587,Protect,within normal range on tracked signals,50.25,17.177500000000002,-0.0779816513761468,343
291,page_0484,guide,stable,0.4946540299023784,Protect,not updated in 653d,83.5,12.6525,0.12837837837837837,653
292,page_0022,guide,stable,0.49428480702197575,Protect,avg position improved 1.7 spots; not updated in 662d,6.5,23.2725,0.08333333333333333,662
293,page_0458,guide,stable,0.4942758985982951,Protect,CTR trails position-expected by 0.4pp — metadata review candidate; not updated in 604d; high week-to-week volatility,2.25,18.700000000000003,0.125,604
294,page_0221,blog,stable,0.4942429462764594,Protect,avg position improved 1.7 spots; CTR trails position-expected by 0.4pp — metadata review candidate; not updated in 1001d,11.0,19.134999999999998,-0.12,1001
295,page_0013,product,stable,0.4939428429720042,Protect,not updated in 974d,17.5,19.927500000000002,-0.05405405405405406,974
296,page_0489,guide,stable,0.4935527065575154,Protect,avg position improved 1.6 spots; CTR beats position-expected by 0.5pp; not updated in 842d,27.0,12.26,0.02857142857142857,842
297,page_0594,product,stable,0.49319957604782916,Protect,CTR beats position-expected by 0.4pp; not updated in 716d,119.5,19.205,-0.04590818363273453,716
298,page_0180,blog,stable,0.49269490662267457,Protect,click momentum +22% vs prior 4wk; CTR beats position-expected by 0.9pp; not updated in 642d,101.75,15.697500000000002,0.218562874251497,642
299,page_0116,blog,stable,0.49262414173105207,Protect,CTR trails position-expected by 1.2pp — metadata review candidate; not updated in 981d,89.0,11.305000000000001,-0.050666666666666665,981
300,page_0291,blog,stable,0.49257988725052776,Protect,not updated in 652d,33.25,20.150000000000002,-0.13071895424836602,652
301,page_0599,product,stable,0.49233694792766236,Protect,CTR trails position-expected by 1.0pp — metadata review candidate,134.5,7.2075,0.011278195488721804,343
302,page_0327,guide,stable,0.4912420335808422,Protect,not updated in 914d,5.75,23.924999999999997,0.15,914
303,page_0005,blog,stable,0.4910125737155038,Protect,not updated in 908d,10.5,14.01,0.05,908
304,page_0189,blog,stable,0.4907593097642365,Protect,not updated in 642d,125.75,16.13,0.006,642
305,page_0150,blog,stable,0.4907093770747122,Protect,CTR beats position-expected by 0.4pp; not updated in 855d,18.5,18.1425,-0.075,855
306,page_0504,blog,stable,0.49068199232564624,Protect,CTR beats position-expected by 0.5pp; not updated in 1025d,2.0,18.66,0.0,1025
307,page_0563,landing,stable,0.49044087189978436,Protect,CTR beats position-expected by 0.7pp; not updated in 718d,31.25,20.787499999999998,-0.11347517730496454,718
308,page_0350,guide,stable,0.49026075047436996,Protect,avg position slipped 1.7 spots; not updated in 882d,11.25,26.617500000000003,-0.11764705882352941,882
309,page_0370,guide,stable,0.4897290733614847,Protect,within normal range on tracked signals,32.25,26.51,0.12173913043478261,343
310,page_0577,blog,stable,0.4896045578744868,Protect,click momentum +21% vs prior 4wk,194.25,23.2,0.2140625,343
311,page_0575,landing,stable,0.4878945978862111,Protect,click momentum +29% vs prior 4wk; avg position improved 1.9 spots; not updated in 969d,66.0,17.0125,0.28780487804878047,969
312,page_0027,guide,stable,0.4878755563344278,Protect,not updated in 950d,7.5,24.2825,-0.11764705882352941,950
313,page_0138,guide,stable,0.48647849728079956,Protect,not updated in 888d,4.5,25.5025,0.125,888
314,page_0545,guide,stable,0.48513718792997673,Protect,CTR beats position-expected by 0.6pp; not updated in 1052d,1.0,32.1575,0.0,1052
315,page_0117,blog,stable,0.4846064295091617,Protect,click momentum +19% vs prior 4wk; CTR beats position-expected by 0.5pp; not updated in 819d,55.75,34.23,0.18617021276595744,819
316,page_0074,guide,stable,0.4843956367382534,Protect,not updated in 921d,45.25,9.8275,-0.1380952380952381,921
317,page_0288,guide,stable,0.48360729961616566,Protect,click momentum +34% vs prior 4wk; CTR beats position-expected by 1.1pp; not updated in 896d,360.25,7.6575,0.34421641791044777,896
318,page_0226,product,stable,0.482452735349442,Protect,not updated in 822d,3.0,25.74,0.09090909090909091,822
319,page_0490,landing,stable,0.4819738548627005,Protect,click momentum +16% vs prior 4wk,39.0,22.75,0.16417910447761194,343
320,page_0369,guide,stable,0.4815230783239504,Protect,not updated in 987d,4.5,13.4175,0.058823529411764705,987
321,page_0359,guide,stable,0.48145014471122505,Protect,click momentum +16% vs prior 4wk; not updated in 883d,64.25,25.262499999999996,0.16289592760180996,883
322,page_0298,blog,stable,0.4809757091130043,Protect,not updated in 859d,6.5,22.119999999999997,-0.07142857142857142,859
323,page_0506,blog,stable,0.48034008707310416,Protect,not updated in 1062d,12.5,22.285000000000004,-0.09090909090909091,1062
324,page_0513,blog,stable,0.4798294728318575,Protect,avg position improved 2.5 spots; not updated in 1028d,8.0,13.4975,0.0,1028
325,page_0495,product,stable,0.47949131474079576,Protect,avg position slipped 2.3 spots; CTR trails position-expected by 0.8pp — metadata review candidate; not updated in 610d,7.25,14.8775,0.07407407407407407,610
326,page_0132,product,stable,0.47920218058702946,Protect,not updated in 652d,274.5,9.0825,-0.11948676824378508,652
327,page_0011,blog,stable,0.47850510791558554,Protect,not updated in 783d,5.25,24.4525,-0.08695652173913043,783
328,page_0595,blog,stable,0.4780167416275948,Protect,CTR beats position-expected by 0.5pp; not updated in 1057d,13.0,23.8075,-0.11864406779661017,1057
329,page_0278,product,stable,0.47757703054343154,Protect,not updated in 732d,28.25,13.857499999999998,-0.017391304347826087,732
330,page_0343,landing,stable,0.47732399475008835,Protect,CTR beats position-expected by 0.4pp; not updated in 823d,36.25,20.82,0.006944444444444444,823
331,page_0193,guide,stable,0.47711772530274016,Protect,not updated in 1046d,6.5,18.802500000000002,0.0,1046
332,page_0409,blog,stable,0.47677046776763743,Protect,CTR trails position-expected by 1.6pp — metadata review candidate; not updated in 850d; high week-to-week volatility,0.0,27.0,0.0,850
333,page_0378,landing,stable,0.47661836616162934,Protect,not updated in 717d,42.0,21.7675,-0.061452513966480445,717
334,page_0333,landing,stable,0.475585997076067,Protect,CTR beats position-expected by 0.3pp; not updated in 585d,6.0,19.912499999999998,0.043478260869565216,585
335,page_0262,blog,stable,0.47548211067900603,Protect,not updated in 795d,123.75,17.060000000000002,-0.04807692307692308,795
336,page_0360,blog,stable,0.4752900489258256,Protect,not updated in 1004d,13.75,19.792499999999997,-0.08333333333333333,1004
337,page_0245,guide,stable,0.47417929388044866,Protect,not updated in 968d,4.75,13.9925,-0.09523809523809523,968
338,page_0481,blog,stable,0.4739689139779584,Protect,CTR trails position-expected by 0.7pp — metadata review candidate; not updated in 824d,2.75,17.625,0.0,824
339,page_0364,product,stable,0.4738478466217969,Protect,not updated in 933d,13.25,26.35,-0.08620689655172414,933
340,page_0543,product,stable,0.47360852375935014,Protect,not updated in 815d,6.75,17.537499999999998,-0.1,815
341,page_0526,blog,stable,0.47321634500306964,Protect,CTR trails position-expected by 0.3pp — metadata review candidate; not updated in 910d,16.0,22.834999999999997,0.04918032786885246,910
342,page_0023,blog,stable,0.47292497228804187,Protect,click momentum +20% vs prior 4wk; CTR beats position-expected by 0.8pp; not updated in 678d,36.25,8.72,0.19834710743801653,678
343,page_0559,guide,stable,0.47291344523415224,Protect,not updated in 821d,39.0,18.2675,0.0684931506849315,821
344,page_0300,guide,stable,0.4726444147864051,Protect,CTR beats position-expected by 0.9pp,112.0,10.5,-0.0066518847006651885,343
345,page_0529,product,stable,0.4725895216657492,Protect,click momentum +23% vs prior 4wk; CTR trails position-expected by 0.5pp — metadata review candidate; not updated in 986d,9.5,19.060000000000002,0.22580645161290322,986
346,page_0311,blog,stable,0.47254446685111146,Protect,within normal range on tracked signals,45.0,12.5125,0.011235955056179775,343
347,page_0446,guide,stable,0.4723440759811728,Protect,click momentum +25% vs prior 4wk; not updated in 651d,3.75,25.8625,0.25,651
348,page_0365,product,stable,0.4718173978228156,Protect,within normal range on tracked signals,179.75,16.04,0.0527086383601757,343
349,page_0434,guide,stable,0.471630735681835,Protect,not updated in 892d,6.25,22.8225,0.041666666666666664,892
350,page_0362,blog,stable,0.4711457578350227,Protect,CTR beats position-expected by 0.6pp; not updated in 881d,20.0,19.265,0.0,881
351,page_0328,product,stable,0.4706997586416229,Protect,not updated in 977d,22.5,27.4675,-0.07216494845360824,977
352,page_0228,blog,stable,0.4702886037831215,Protect,avg position slipped 1.9 spots,33.5,19.5225,-0.03597122302158273,343
353,page_0430,blog,stable,0.4698635913343311,Protect,click momentum +23% vs prior 4wk; CTR beats position-expected by 0.5pp,174.25,19.615,0.2336283185840708,343
354,page_0095,landing,stable,0.4695235469443573,Protect,not updated in 926d,17.0,20.994999999999997,0.030303030303030304,926
355,page_0048,blog,stable,0.46917339863272545,Protect,not updated in 758d,19.75,7.657500000000001,0.06756756756756757,758
356,page_0449,landing,stable,0.4691290748149102,Protect,not updated in 941d,17.75,25.1,-0.13414634146341464,941
357,page_0153,blog,stable,0.46898587190778845,Protect,"CTR beats position-expected by 0.5pp; not updated in 605d; was declining, now turning up",67.5,25.1725,0.06719367588932806,605
358,page_0109,product,stable,0.4687805945160687,Protect,not updated in 647d,1.0,25.4375,0.0,647
359,page_0059,guide,stable,0.4684675680634473,Protect,CTR beats position-expected by 0.6pp; not updated in 750d,10.25,14.9925,-0.08888888888888889,750
360,page_0080,blog,stable,0.46831542860573727,Protect,avg position improved 2.3 spots; CTR trails position-expected by 0.9pp — metadata review candidate; not updated in 848d,6.0,13.315,0.09090909090909091,848
361,page_0081,guide,stable,0.46799139503115894,Protect,not updated in 747d,3.0,31.965,0.09090909090909091,747
362,page_0252,product,stable,0.4671130429856272,Protect,not updated in 662d,5.5,27.715,-0.043478260869565216,662
363,page_0347,guide,stable,0.4668026781488316,Protect,CTR beats position-expected by 0.7pp; not updated in 772d,1.0,25.4125,0.0,772
364,page_0422,guide,stable,0.466456035906118,Protect,not updated in 654d,23.5,21.79,-0.10476190476190476,654
365,page_0033,blog,stable,0.46587520276177524,Protect,not updated in 690d,8.5,21.355,0.0967741935483871,690
366,page_0025,blog,stable,0.4657380909743889,Protect,CTR beats position-expected by 0.4pp; not updated in 681d,36.75,13.08,0.06521739130434782,681
367,page_0230,guide,stable,0.4655109831313103,Protect,CTR beats position-expected by 0.4pp; not updated in 1029d,24.25,11.735,-0.039603960396039604,1029
368,page_0250,landing,stable,0.4648654985644371,Protect,avg position slipped 2.2 spots; not updated in 776d,24.75,19.9025,-0.029411764705882353,776
369,page_0052,blog,stable,0.4646820534068063,Protect,click momentum +20% vs prior 4wk,56.0,27.42,0.20430107526881722,343
